FIELD_ID,FLD_NAME,FLD_NAME2,REG_CODE,REG_NAME,COUNTRY,LAT_DD,LON_DD,LOC_ACCY,ON_OFF_LOC,DISC_YR,FIELD_TYPE,SIZE_CLASS,EUR_MMBOE,RSVS_MMBOE,PRV_USGS_C,PRV_USGS_N,BSN_TELL_C,BSN_TELL_N,BSN_BALLY,RSVR_LITH1,RSVR_LITH2,ERA,SYSTEM,SERIES,STAGE,RSVR_DEPFT,RSVR_DEPKM,TRAP_CLASS,TRAP_TYPE
521,Britannia,,C,WESTERN EUROPE,United Kingdom,58.083333,0.833333,B,Offshore,1975,Gas,Giant,668.933,260.694,4025,North Sea Graben,BS000000617,MORAY FIRTH,TYPE 1,SANDSTONE,deepwater marine turbidite sandstones,Mesozoic,Cretaceous,Lower Cretaceous,,11947,3.64,Combination,
577,Placid,,C,WESTERN EUROPE,Netherlands,53.483333,4.183333,B,Offshore,1970,Gas,Giant,583.333,199.669,4036,Anglo-Dutch Basin,BS000000747,SOUTHERN NORTH SEA - ANGLO DUTCH,TYPE 1,SANDSTONE,,Paleozoic,Permian,Guadalupian,,12000,3.66,Structural,Fault Block
522,Block 15 Complex,Including Kizomba,F,AFRICA,Angola,-6.990817,11.04628,B,Offshore,2003,Oil,Giant,3500,3366.097,7203,West-central Coastal,BS000000049,LOWER CONGO,TYPE 1,SANDSTONE,turbidite sandstone,Cenozoic,Paleogene,Oligocene,,7710,2.35,Structural,Anticline
523,Mejillones,,B,CENTRAL AND SOUTH AMERICA,Venezuela,11.233333,-63.183333,B,Offshore,1980,Gas,Giant,500,223.652,6103,Tobago Trough,BS000000335,TOBAGO,TYPE 3,SANDSTONE,sand,Cenozoic,Neogene,Pliocene,Piacenzian,8000,2.44,Stratigraphic,Pinch-out
524,Korpedzhe,,D,EASTERN EUROPE AND FORMER USSR,Turkmenistan,38.514214,54.211567,A,Onshore,1995,Gas,Giant,1029.117,737.8,1112,South Caspian Basin,BS000000076,SOUTH CASPIAN,TYPE 2,SANDSTONE,,Cenozoic,Neogene,Pliocene,Piacenzian,9672,2.95,Stratigraphic,Pinch-out
525,Sangachali Duvanyy,Baku Archipelago,D,EASTERN EUROPE AND FORMER USSR,Azerbaijan,40.03083,49.63167,B,Offshore,1963,Gas,Giant,631.593,182.408,1112,South Caspian Basin,BS000000076,SOUTH CASPIAN,TYPE 2,SANDSTONE,,Cenozoic,Neogene,Pliocene,Piacenzian,11483,3.5,Stratigraphic,Pinch-out
526,Vengayakha,,D,EASTERN EUROPE AND FORMER USSR,Russia,63.750283,76.87255,A,Onshore,1968,Gas,Giant,1139.277,370.996,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,quartzose sandstone,Mesozoic,Cretaceous,Lower Cretaceous,,7825,2.39,Stratigraphic,Pinch-out
527,Myl'dzhino,,D,EASTERN EUROPE AND FORMER USSR,Russia,59.358833,78.352267,A,Onshore,1964,Gas,Giant,612.167,181.003,1174,West Siberian Basin,BS000000310,OMSK/NYUROLKA SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,argillaceous sandstone,Mesozoic,Jurassic,Upper Jurassic,,7900,2.41,Stratigraphic,Pinch-out
528,Shtokman,,D,EASTERN EUROPE AND FORMER USSR,Russia,73,48,B,Offshore,1988,Gas,Supergiant,22003.667,22003.667,1050,South Barents Basin,BS000000307,EAST BARENTS SEA,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Middle Jurassic,,6916,2.11,Stratigraphic,Pinch-out
529,Barsa-Gelmez,,D,EASTERN EUROPE AND FORMER USSR,Turkmenistan,39.362358,53.830239,A,Onshore,1956,Oil,Giant,607.517,149.77,1112,South Caspian Basin,BS000000076,SOUTH CASPIAN,TYPE 2,SANDSTONE,sand,Cenozoic,Neogene,Pliocene,Piacenzian,8160,2.49,Stratigraphic,Pinch-out
530,Burun,,D,EASTERN EUROPE AND FORMER USSR,Turkmenistan,39.34639,54.02944,A,Onshore,1968,Oil,Giant,626.722,204.087,1112,South Caspian Basin,BS000000076,SOUTH CASPIAN,TYPE 2,SANDSTONE,sand,Cenozoic,Neogene,Pliocene,Piacenzian,13616,4.15,Stratigraphic,Pinch-out
531,Goturdepe,,D,EASTERN EUROPE AND FORMER USSR,Turkmenistan,39.453339,53.642406,A,Onshore,1956,Oil,Giant,626.722,154.504,1112,South Caspian Basin,BS000000076,SOUTH CASPIAN,TYPE 2,SANDSTONE,sand,Cenozoic,Neogene,Pliocene,Piacenzian,7572,2.31,Stratigraphic,Pinch-out
532,Azeri,,D,EASTERN EUROPE AND FORMER USSR,Azerbaijan,40.04792,51.28428,B,Offshore,1987,Oil,Giant,1284.667,707.765,1112,South Caspian Basin,BS000000076,SOUTH CASPIAN,TYPE 2,SANDSTONE,sand,Cenozoic,Neogene,Pliocene,Piacenzian,8891,2.71,Stratigraphic,Pinch-out
533,Landana,,F,AFRICA,Angola,-5.76027,11.25551,B,Offshore,1997,Oil,Giant,500,384.633,7203,West-central Coastal,BS000000049,LOWER CONGO,TYPE 1,SANDSTONE,,Cenozoic,Paleogene,Oligocene,,9035,2.75,Stratigraphic,Pinch-out
534,Albacora,,B,CENTRAL AND SOUTH AMERICA,Brazil,-22.466667,-40,B,Offshore,1984,Oil,Giant,750.167,377.096,6035,Campos Basin,BS000000042,CAMPOS,TYPE 1,SANDSTONE,sand,Mesozoic,Cretaceous,Upper Cretaceous,,8366,2.55,Stratigraphic,Pinch-out
535,Marlim,,B,CENTRAL AND SOUTH AMERICA,Brazil,-22.65,-40.433333,B,Offshore,1985,Oil,Giant,2800,1450.59,6035,Campos Basin,BS000000042,CAMPOS,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Upper Cretaceous,,8333,2.54,Stratigraphic,Pinch-out
536,Marlim Sul,,B,CENTRAL AND SOUTH AMERICA,Brazil,-22.75,-40.45,B,Offshore,1987,Oil,Giant,1471.208,810.537,6035,Campos Basin,BS000000042,CAMPOS,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Upper Cretaceous,,8560,2.61,Stratigraphic,Pinch-out
537,Komsomol'sk,,D,EASTERN EUROPE AND FORMER USSR,Russia,64.405092,75.651542,A,Onshore,1966,Oil,Giant,1307.778,405.592,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,quartzose sandstone,Mesozoic,Cretaceous,Upper Cretaceous,,5187,1.58,Stratigraphic,Pinch-out
538,Vachim,,D,EASTERN EUROPE AND FORMER USSR,Russia,61.80722,72.61972,A,Onshore,1971,Oil,Giant,752.193,264.08,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,quartzose sandstone,Mesozoic,Cretaceous,Lower Cretaceous,,6296,1.92,Stratigraphic,Pinch-out
539,Sugmut,,D,EASTERN EUROPE AND FORMER USSR,Russia,63.797667,73.585358,A,Onshore,1987,Oil,Giant,638.333,351.679,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,quartzose sandstone,Mesozoic,Cretaceous,Lower Cretaceous,,9035,2.75,Stratigraphic,Pinch-out
540,Var'yegan,,D,EASTERN EUROPE AND FORMER USSR,Russia,62.10694,77.56944,A,Onshore,1967,Oil,Giant,1041.148,330.829,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,calcareous sandstone,Mesozoic,Cretaceous,Lower Cretaceous,,6890,2.1,Stratigraphic,Pinch-out
541,Van'yegan,,D,EASTERN EUROPE AND FORMER USSR,Russia,61.824225,77.335158,A,Onshore,1974,Oil,Giant,2057.708,780.9,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,quartzose sandstone,Mesozoic,Cretaceous,Lower Cretaceous,,6788,2.07,Stratigraphic,Pinch-out
542,Var'yegan Severnyy,,D,EASTERN EUROPE AND FORMER USSR,Russia,62.43722,77.40222,A,Onshore,1971,Oil,Giant,633.262,222.325,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,quartzose sandstone,Mesozoic,Jurassic,Upper Jurassic,,8901,2.71,Stratigraphic,Pinch-out
543,Arlan,,D,EASTERN EUROPE AND FORMER USSR,Russia,55.893364,54.573794,A,Onshore,1955,Oil,Giant,912.735,220.166,1015,Volga-Ural Region,BS000000801,VOLGA - URALS,TYPE 2,SANDSTONE,quartzose sandstone,Paleozoic,Carboniferous,Mississippian,,3996,1.22,Stratigraphic,Pinch-out
544,Romashkino,,D,EASTERN EUROPE AND FORMER USSR,Russia,55.34333,52.84472,B,Onshore,1947,Oil,Supergiant,17000,3467.11,1015,Volga-Ural Region,BS000000801,VOLGA - URALS,TYPE 2,SANDSTONE,quartzose sandstone,Paleozoic,Devonian,Upper Devonian,,5742,1.75,Stratigraphic,Pinch-out
545,Carina,,B,CENTRAL AND SOUTH AMERICA,Argentina,-52.85,-67.35,B,Offshore,1989,Gas,Giant,500,293.431,6059,Magallanes Basin,BS000000134,MAGALLANES,TYPE 3,SANDSTONE,shallow marine shelf sandstones,Mesozoic,Cretaceous,,,,,Stratigraphic,Diagenesis
546,Ormen Lange,,C,WESTERN EUROPE,Norway,63.540972,5.337472,B,Offshore,1997,Gas,Giant,1833.333,1410.321,4017,Vestford-Helgeland,BS000000618,MORE,TYPE 1,SANDSTONE,,Cenozoic,Paleogene,Paleocene,,8858,2.7,Structural,Dome
547,Barik,,E,MIDDLE EAST,Oman,21.001981,56.542422,A,Onshore,1991,Gas,Giant,500,313.111,2014,Ghaba Salt Basin,BS000000033,RUB AL KHALI,TYPE 1,SANDSTONE,,Paleozoic,Cambrian,Furongian,,13000,3.96,Structural,Dome
548,Matzen,,C,WESTERN EUROPE,Austria,48.416667,16.716667,B,Onshore,1949,Oil,Giant,581.667,123.588,4046,Bohemia,BS000000220,VIENNA,TYPE 2,SANDSTONE,,Cenozoic,Neogene,Pliocene,Piacenzian,4000,1.22,Structural,Dome
549,Fadhili,,E,MIDDLE EAST,Saudi Arabia,26.980653,49.173483,A,Onshore,1949,Oil,Giant,1003.667,213.252,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,7450,2.27,Structural,Dome
550,Hamur,,E,MIDDLE EAST,Saudi Arabia,28.35,49.4,B,Offshore,1979,Oil,Giant,1050,456.584,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,7450,2.27,Structural,Dome
551,Maharah,,E,MIDDLE EAST,Saudi Arabia,28.30833,49.48333,B,Offshore,1973,Oil,Giant,1183.333,437.439,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,6670,2.03,Structural,Dome
552,Jauf,,E,MIDDLE EAST,Saudi Arabia,28.110447,47.881858,A,Onshore,1983,Oil,Giant,625,304.967,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,SANDSTONE,,Mesozoic,Triassic,Upper Triassic,,10000,3.05,Structural,Dome
553,Milne Point,,A,NORTH AMERICA,United States,70.44686,-149.20862,B,Onshore,1969,Oil,Giant,529,176.589,5001,Northern Alaska,BS000000343,NORTH SLOPE,TYPE 2,SANDSTONE,shallow marine sandstones and mudstones,Mesozoic,Cretaceous,Lower Cretaceous,,7000,2.13,Structural,Anticline
554,Ara-Canadon Alfa,,B,CENTRAL AND SOUTH AMERICA,Argentina,-52.996081,-68.430358,A,Onshore,1971,Gas,Giant,532.637,186.998,6059,Magallanes Basin,BS000000134,MAGALLANES,TYPE 3,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,5742,1.75,Structural,Draping Structure
555,Gudao,Shengli Complex,G,ASIA AND OCEANIA,China,37.873608,118.801186,A,Onshore,1968,Oil,Giant,1104.633,359.715,3127,Bohaiwan Basin,BS000000243,NORTH CHINA,TYPE 3,SANDSTONE,lenticular fluvial sand-bodies,Cenozoic,Paleogene,Oligocene,,3675,1.12,Structural,Draping Structure
556,Guneshli,,D,EASTERN EUROPE AND FORMER USSR,Azerbaijan,40.17111,51.1,B,Offshore,1979,Oil,Giant,762.067,331.379,1112,South Caspian Basin,BS000000076,SOUTH CASPIAN,TYPE 2,SANDSTONE,sand,Cenozoic,Neogene,Pliocene,Piacenzian,8629,2.63,Structural,Fault
557,Cerro Negro Area,Orinoco Belt Heavy Oil,B,CENTRAL AND SOUTH AMERICA,Venezuela,8.416667,-63.55,B,Onshore,1939,Oil,Giant,521.223,90.767,6098,East Venezuela Basin,BS000000330,MATURIN,TYPE 2,SANDSTONE,,Cenozoic,Paleogene,Oligocene,,3615,1.1,Structural,Fault
558,Verkhne-Chona,,D,EASTERN EUROPE AND FORMER USSR,Russia,60.272792,109.137631,A,Onshore,1978,Oil,Giant,1505.25,636.535,1210,Nepa-Botuoba Arch,BS000000628,NEPA - BOTUOBA,TYPE 1,SANDSTONE,,Neo-Proterozoic,Ediacaran,,,5085,1.55,Structural,Fault
559,Ha'py,,F,AFRICA,Egypt,31.916667,31.85,B,Offshore,1996,Gas,Giant,500,371.228,2035,Nile Delta Basin,BS000000009,NILE DELTA,TYPE 1,SANDSTONE,sand,Cenozoic,Neogene,Pliocene,Zanclean,4560,1.39,Structural,Fault Block
560,Snapper,,G,ASIA AND OCEANIA,Australia,-38.2,148,B,Offshore,1968,Gas,Giant,498.333,162.278,3930,Gippsland Basin,BS000000519,GIPPSLAND,TYPE 1,SANDSTONE,,Cenozoic,Paleogene,Eocene,,10500,3.2,Structural,Fault Block
561,Bayu/Undan,,G,ASIA AND OCEANIA,Australia,-11.09512,126.67546,B,Offshore,1995,Gas,Giant,966.667,693.028,3910,Bonaparte Gulf Basin,BS000000300,BONAPARTE,TYPE 1,SANDSTONE,quartzose sandstone,Mesozoic,Jurassic,Upper Jurassic,,9787,2.98,Structural,Fault Block
562,Bruce,,C,WESTERN EUROPE,United Kingdom,59.716667,1.55,B,Offshore,1974,Gas,Giant,509.563,193.379,4025,North Sea Graben,BS000000850,NORTHERN NORTH SEA,TYPE 1,SANDSTONE,conglomeratic sandstone,Mesozoic,Jurassic,Middle Jurassic,,10499,3.2,Structural,Fault Block
563,Sunrise/Loxton Shoals/Sunset,,G,ASIA AND OCEANIA,Australia,-9.509259,128.141617,B,Offshore,1975,Gas,Giant,575.833,224.412,3910,Bonaparte Gulf Basin,BS000000300,BONAPARTE,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Middle Jurassic,,6929,2.11,Structural,Fault Block
564,Snoehvit,,C,WESTERN EUROPE,Norway,71.65,21.05,B,Offshore,1984,Gas,Giant,772,388.072,4015,Hammerfest-Varanger Basin,BS000000312,WEST BARENTS SEA,TYPE 1,SANDSTONE,quartzose sandstone,Mesozoic,Jurassic,Lower Jurassic,,7480,2.28,Structural,Fault Block
565,Midgard,,C,WESTERN EUROPE,Norway,65.083333,7.25,B,Offshore,1981,Gas,Giant,784.867,361.266,4017,Vestford-Helgeland,BS000000803,VORING,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,7480,2.28,Structural,Fault Block
566,Goodwyn,,G,ASIA AND OCEANIA,Australia,-19.7,115.9,B,Offshore,1981,Gas,Giant,830.398,382.224,3948,Northwest Shelf,BS000000303,NORTH CARNARVON,TYPE 1,SANDSTONE,quartzose sandstone,Mesozoic,Jurassic,Lower Jurassic,,9055,2.76,Structural,Fault Block
567,Brecknock,,G,ASIA AND OCEANIA,Australia,-14.333333,121.666667,B,Offshore,1979,Gas,Giant,940.333,408.896,3913,Browse Basin,BS000000301,BROWSE,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,12076,3.68,Structural,Fault Block
568,Scott Reef,,G,ASIA AND OCEANIA,Australia,-14,122,B,Offshore,1971,Gas,Giant,2179,765.002,3913,Browse Basin,BS000000301,BROWSE,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,13123,4,Structural,Fault Block
569,Abu Attifel,,F,AFRICA,Libya,28.839772,22.118872,A,Onshore,1968,Oil,Giant,2311.31,752.659,2043,Sirte Basin,BS000000014,SIRTE,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,,,12800,3.9,Structural,Fault Block
570,Attahadi,,F,AFRICA,Libya,29.75,19.833333,B,Onshore,1964,Oil,Giant,1866.667,551.928,2043,Sirte Basin,BS000000014,SIRTE,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,,,9000,2.74,Structural,Fault Block
571,Masrab,,F,AFRICA,Libya,28.473008,21.822103,A,Onshore,1961,Oil,Giant,782.792,215.843,2043,Sirte Basin,BS000000014,SIRTE,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,,,9950,3.03,Structural,Fault Block
572,Sarir C,,F,AFRICA,Libya,27.603217,22.464417,A,Onshore,1961,Oil,Giant,3014.627,831.237,2043,Sirte Basin,BS000000014,SIRTE,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,,,8400,2.56,Structural,Fault Block
573,Oseberg,,C,WESTERN EUROPE,Norway,60.55419,2.77732,B,Offshore,1979,Oil,Supergiant,6056.385,2633.571,4025,North Sea Graben,BS000000850,NORTHERN NORTH SEA,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Middle Jurassic,,6955,2.12,Structural,Fault Block
574,Brent,,C,WESTERN EUROPE,United Kingdom,61.0983,1.6917,B,Offshore,1971,Oil,Giant,599.41,210.441,4025,North Sea Graben,BS000000850,NORTHERN NORTH SEA,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,8240,2.51,Structural,Fault Block
575,Beryl A,,C,WESTERN EUROPE,United Kingdom,59.55,1.533333,B,Offshore,1972,Oil,Giant,500,180.1,4025,North Sea Graben,BS000000850,NORTHERN NORTH SEA,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,9900,3.02,Structural,Fault Block
576,Block 16/26 Alba,,C,WESTERN EUROPE,United Kingdom,58.083333,1.1,B,Offshore,1977,Gas,Giant,700,287.968,4025,North Sea Graben,BS000000617,MORAY FIRTH,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Upper Cretaceous,,12000,3.66,Structural,Fault Block
578,Guara East,,B,CENTRAL AND SOUTH AMERICA,Venezuela,8.95,-63.983333,B,Onshore,1942,Oil,Giant,630,116.287,6098,East Venezuela Basin,BS000000330,MATURIN,TYPE 2,SANDSTONE,,Cenozoic,Neogene,Miocene,,7000,2.13,Structural,Fault Block
579,Urdaneta,,B,CENTRAL AND SOUTH AMERICA,Venezuela,10.1,-71.833333,B,Offshore,1955,Oil,Giant,1000,241.216,6099,Maracaibo Basin,BS000000136,MARACAIBO,TYPE 2,SANDSTONE,,Cenozoic,Neogene,Miocene,,7000,2.13,Structural,Fault Block
580,July,,F,AFRICA,Egypt,28.25,33.233333,B,Offshore,1967,Oil,Giant,750,238.315,2071,Red Sea Basin,BS000000288,GULF OF SUEZ,TYPE 1,SANDSTONE,,Cenozoic,Neogene,Miocene,,9000,2.74,Structural,Fault Block
581,Oficina,Fria; Guico,B,CENTRAL AND SOUTH AMERICA,Venezuela,8.866667,-64.3,B,Onshore,1937,Oil,Giant,960,160.911,6098,East Venezuela Basin,BS000000330,MATURIN,TYPE 2,SANDSTONE,,Cenozoic,Paleogene,Oligocene,,5200,1.59,Structural,Fault Block
582,La Brea,"Parinas,Talara",B,CENTRAL AND SOUTH AMERICA,Peru,-4.71667,-81.26667,A,Onshore,1868,Oil,Giant,3500,187.716,6081,Talara Basin,BS000000533,GULF OF GUAYAQUIL - TALARA,TYPE 2,SANDSTONE,,Cenozoic,Paleogene,Paleocene,,5500,1.68,Structural,Fault Block
583,Magnus,,C,WESTERN EUROPE,United Kingdom,61.616667,1.283333,B,Offshore,1974,Oil,Giant,565,214.417,4025,North Sea Graben,BS000000850,NORTHERN NORTH SEA,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,9200,2.8,Structural,Fault Block
584,Piper,,C,WESTERN EUROPE,United Kingdom,58.466667,0.266667,B,Offshore,1973,Oil,Giant,837,309.411,4025,North Sea Graben,BS000000617,MORAY FIRTH,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,8200,2.5,Structural,Fault Block
585,Thistle,,C,WESTERN EUROPE,United Kingdom,61.366667,1.583333,B,Offshore,1973,Oil,Giant,510,188.53,4025,North Sea Graben,BS000000850,NORTHERN NORTH SEA,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,8500,2.59,Structural,Fault Block
586,Block 30/3,,C,WESTERN EUROPE,Norway,60.45,2.65,B,Offshore,1981,Oil,Giant,500,230.145,4025,North Sea Graben,BS000000850,NORTHERN NORTH SEA,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,9000,2.74,Structural,Fault Block
587,Gullfaks,Statvik,C,WESTERN EUROPE,Norway,61,2,B,Offshore,1978,Oil,Supergiant,5437.98,2299.596,4025,North Sea Graben,BS000000850,NORTHERN NORTH SEA,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,6750,2.06,Structural,Fault Block
588,Ninian,,C,WESTERN EUROPE,United Kingdom,60.8,1.483333,B,Offshore,1974,Oil,Giant,1100,417.45,4025,North Sea Graben,BS000000850,NORTHERN NORTH SEA,TYPE 1,SANDSTONE,,Mesozoic,Triassic,Upper Triassic,,10430,3.18,Structural,Fault Block
589,Lagunillas,Bolivar Coastal Complex,B,CENTRAL AND SOUTH AMERICA,Venezuela,10.290994,-71.305317,A,Onshore,1926,Oil,Supergiant,6393,875.299,6099,Maracaibo Basin,BS000000136,MARACAIBO,TYPE 2,SANDSTONE,,Cenozoic,Neogene,Miocene,,6600,2.01,Structural,Fault Block
590,Masila Complex,,E,MIDDLE EAST,Yemen,15.595275,49.082597,A,Onshore,1990,Oil,Giant,900,545.48,2009,Masila-Jeza Basin,BS000000296,SAY'UN - AL MASILA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,8961,2.73,Structural,Fault Block
591,Algyo,,D,EASTERN EUROPE AND FORMER USSR,Hungary,46.333333,20.25,B,Offshore,1965,Gas,Giant,815,246.768,4048,Pannonian Basin,BS000000204,PANNONIAN,TYPE 2,SANDSTONE,,Cenozoic,Neogene,Pliocene,Piacenzian,7500,2.29,Structural,Anticline
592,Bakhar,,D,EASTERN EUROPE AND FORMER USSR,Azerbaijan,40.15,50.1,B,Offshore,1968,Gas,Giant,583.333,189.958,1112,South Caspian Basin,BS000000076,SOUTH CASPIAN,TYPE 2,SANDSTONE,,Cenozoic,Neogene,Pliocene,Piacenzian,13100,3.99,Structural,Anticline
593,Kenai,,A,NORTH AMERICA,United States,60.288622,-151.276275,A,Onshore,1959,Gas,Giant,523.333,137.894,5003,Southern Alaska,BS000000470,COOK INLET,TYPE 3,SANDSTONE,,Cenozoic,Neogene,Miocene,,660,0.2,Structural,Anticline
594,Tiger Shoal,,A,NORTH AMERICA,United States,29.333333,-92,B,Offshore,1958,Gas,Giant,530,136.559,5097,Gulf Cenozoic OCS,BS000000260,EAST GULF COAST TERTIARY,TYPE 1,SANDSTONE,,Cenozoic,Neogene,Miocene,,9000,2.74,Structural,Anticline
595,Vermilion Block 14,,A,NORTH AMERICA,United States,29.5,-92.25,B,Offshore,1956,Gas,Giant,500,123.264,5047,Western Gulf,BS000000260,EAST GULF COAST TERTIARY,TYPE 1,SANDSTONE,,Cenozoic,Neogene,Miocene,,11050,3.37,Structural,Anticline
909,Wheatstone,,G,ASIA AND OCEANIA,Australia,-19.85,115.16,B,Offshore,2004,Gas,Giant,666.667,500,3948,Northwest Shelf,BS000000303,NORTH CARNARVON,TYPE 1,SANDSTONE,,Mesozoic,Triassic,Upper Triassic,,11096,3.38,Unknown,
596,Vermilion Block 39,,A,NORTH AMERICA,United States,29.333333,-92.25,B,Offshore,1949,Gas,Giant,515,109.423,5097,Gulf Cenozoic OCS,BS000000260,EAST GULF COAST TERTIARY,TYPE 1,SANDSTONE,,Cenozoic,Neogene,Miocene,,8700,2.65,Structural,Anticline
597,Mata,Pirital; Jusepin; Mulata; Muri; Tacat,B,CENTRAL AND SOUTH AMERICA,Venezuela,9.663192,-63.77157,B,Onshore,1954,Gas,Giant,583.333,137.703,6098,East Venezuela Basin,BS000000330,MATURIN,TYPE 2,SANDSTONE,,Cenozoic,Neogene,Miocene,,9500,2.9,Structural,Anticline
598,B Structure,,G,ASIA AND OCEANIA,Thailand,8.083333,102.283333,B,Offshore,1973,Gas,Giant,1215,449.145,3703,Malay Basin,BS000000117,MALAY,TYPE 3,SANDSTONE,,Cenozoic,Neogene,Miocene,,2600,0.79,Structural,Anticline
599,Moran,,G,ASIA AND OCEANIA,India,27.333333,95.166667,B,Onshore,1956,Gas,Supergiant,8043,1982.823,8034,Assam,BS000000147,ASSAM,TYPE 2,SANDSTONE,,Cenozoic,Paleogene,Oligocene,,9200,2.8,Structural,Anticline
600,Pledger,,A,NORTH AMERICA,United States,29.0887,-96.075769,B,Onshore,1932,Gas,Giant,500,76.328,5047,Western Gulf,BS000000271,WEST GULF COAST TERTIARY,TYPE 1,SANDSTONE,,Cenozoic,Paleogene,Oligocene,,6800,2.07,Structural,Anticline
601,Reynosa,Hidalgo; Klump,A,NORTH AMERICA,Mexico,26,-98,B,Onshore,1949,Gas,Giant,583.333,123.942,5300,Burgos Basin,BS000000263,SABINAS - RIO GRANDE,TYPE 1,SANDSTONE,,Cenozoic,Paleogene,Oligocene,,6300,1.92,Structural,Anticline
602,Maui,,G,ASIA AND OCEANIA,New Zealand,-39.666667,173.316667,B,Offshore,1969,Gas,Giant,956.667,319.351,3031,Taranaki Basin,BS000000766,TARANAKI,TYPE 1,SANDSTONE,,Cenozoic,Paleogene,Eocene,,9500,2.9,Structural,Anticline
603,Opon,,B,CENTRAL AND SOUTH AMERICA,Colombia,6.416667,-73.866667,B,Onshore,1956,Gas,Giant,666.667,164.352,6090,Middle Magdelena,BS000000137,MIDDLE MAGDALENA VALLEY,TYPE 2,SANDSTONE,,Cenozoic,Paleogene,Paleocene,,8700,2.65,Structural,Anticline
604,Sleipner,,C,WESTERN EUROPE,Norway,58.366667,1.916667,B,Offshore,1974,Gas,Giant,1492.736,566.493,4025,North Sea Graben,BS000000850,NORTHERN NORTH SEA,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,11500,3.51,Structural,Anticline
605,Hewett,,C,WESTERN EUROPE,United Kingdom,53.066667,1.666667,B,Offshore,1966,Gas,Giant,583.333,180.914,4036,Anglo-Dutch Basin,BS000000747,SOUTHERN NORTH SEA - ANGLO DUTCH,TYPE 1,SANDSTONE,,Mesozoic,Triassic,Upper Triassic,,4500,1.37,Structural,Anticline
606,Audrey,,C,WESTERN EUROPE,United Kingdom,53.7,1.133333,B,Offshore,1976,Gas,Giant,500,200.169,4036,Anglo-Dutch Basin,BS000000747,SOUTHERN NORTH SEA - ANGLO DUTCH,TYPE 1,SANDSTONE,,Paleozoic,Permian,Guadalupian,,9000,2.74,Structural,Anticline
