FIELD_ID,FLD_NAME,FLD_NAME2,REG_CODE,REG_NAME,COUNTRY,LAT_DD,LON_DD,LOC_ACCY,ON_OFF_LOC,DISC_YR,FIELD_TYPE,SIZE_CLASS,EUR_MMBOE,RSVS_MMBOE,PRV_USGS_C,PRV_USGS_N,BSN_TELL_C,BSN_TELL_N,BSN_BALLY,RSVR_LITH1,RSVR_LITH2,ERA,SYSTEM,SERIES,STAGE,RSVR_DEPFT,RSVR_DEPKM,TRAP_CLASS,TRAP_TYPE
607,Indefatigable,,C,WESTERN EUROPE,United Kingdom,53.4,2.516667,B,Offshore,1966,Gas,Giant,731,226.711,4036,Anglo-Dutch Basin,BS000000747,SOUTHERN NORTH SEA - ANGLO DUTCH,TYPE 1,SANDSTONE,,Paleozoic,Permian,Guadalupian,,8500,2.59,Structural,Anticline
608,Leman,,C,WESTERN EUROPE,United Kingdom,53.083333,2.133333,B,Offshore,1966,Gas,Giant,1843.333,571.688,4036,Anglo-Dutch Basin,BS000000747,SOUTHERN NORTH SEA - ANGLO DUTCH,TYPE 1,SANDSTONE,,Paleozoic,Permian,Guadalupian,,6600,2.01,Structural,Anticline
609,Brea,Olinda; Sansinena,A,NORTH AMERICA,United States,33.916643,-117.899166,B,Onshore,1884,Oil,Giant,525.358,35.972,5014,Los Angeles Basin,BS000000587,LOS ANGELES,TYPE 3,SANDSTONE,,Cenozoic,Neogene,Pliocene,Piacenzian,4000,1.22,Structural,Anticline
610,Santa Fe Springs,,A,NORTH AMERICA,United States,33.916667,-118,B,Onshore,1919,Oil,Giant,772.722,93.555,5014,Los Angeles Basin,BS000000587,LOS ANGELES,TYPE 3,SANDSTONE,,Cenozoic,Neogene,Pliocene,Piacenzian,1145,0.35,Structural,Anticline
611,Ventura Avenue,Rincon,A,NORTH AMERICA,United States,34.320294,-119.381514,B,Onshore,1916,Oil,Giant,1417.044,162.945,5013,Ventura Basin,BS000000720,SANTA MARIA,TYPE 3,SANDSTONE,,Cenozoic,Neogene,Pliocene,Piacenzian,7000,2.13,Structural,Anticline
612,Soldado Main,,B,CENTRAL AND SOUTH AMERICA,Trinidad and Tobago,10.2,-61.983333,B,Offshore,1954,Oil,Giant,500,118.031,6098,East Venezuela Basin,BS000000336,TRINIDAD,TYPE 2,SANDSTONE,,Cenozoic,Neogene,Pliocene,Piacenzian,4750,1.45,Structural,Anticline
613,Cheleken,,D,EASTERN EUROPE AND FORMER USSR,Turkmenistan,39.333333,53.166667,B,Onshore,1965,Oil,Giant,640,193.781,1112,South Caspian Basin,BS000000076,SOUTH CASPIAN,TYPE 2,SANDSTONE,,Cenozoic,Neogene,Pliocene,Piacenzian,8200,2.5,Structural,Anticline
614,Kotur-Tepe,Leninskoye,D,EASTERN EUROPE AND FORMER USSR,Turkmenistan,39.373933,53.770817,A,Onshore,1956,Oil,Giant,1710,421.562,1112,South Caspian Basin,BS000000076,SOUTH CASPIAN,TYPE 2,SANDSTONE,,Cenozoic,Neogene,Pliocene,Piacenzian,8800,2.68,Structural,Anticline
615,Bibieibatskoye,Bibi Eybat,D,EASTERN EUROPE AND FORMER USSR,Azerbaijan,40.166667,50.333333,B,Offshore,1871,Oil,Giant,2000,112.232,1112,South Caspian Basin,BS000000076,SOUTH CASPIAN,TYPE 2,SANDSTONE,,Cenozoic,Neogene,Pliocene,Piacenzian,5000,1.52,Structural,Anticline
616,Karachukhur-Zykh,,D,EASTERN EUROPE AND FORMER USSR,Azerbaijan,40.382256,50.082331,A,Onshore,1928,Oil,Giant,600,85.152,1112,South Caspian Basin,BS000000076,SOUTH CASPIAN,TYPE 2,SANDSTONE,,Cenozoic,Neogene,Pliocene,Piacenzian,5000,1.52,Structural,Anticline
617,Neft Dashlary and Neftyanyye Kamni,,D,EASTERN EUROPE AND FORMER USSR,Azerbaijan,40.216667,50.816667,B,Offshore,1949,Oil,Giant,1200,254.967,1112,South Caspian Basin,BS000000076,SOUTH CASPIAN,TYPE 2,SANDSTONE,,Cenozoic,Neogene,Pliocene,Piacenzian,5400,1.65,Structural,Anticline
618,Surakhanskoye,,D,EASTERN EUROPE AND FORMER USSR,Azerbaijan,40.428792,50.009222,A,Onshore,1870,Oil,Giant,900,49.747,1112,South Caspian Basin,BS000000076,SOUTH CASPIAN,TYPE 2,SANDSTONE,,Cenozoic,Neogene,Pliocene,Piacenzian,900,0.27,Structural,Anticline
619,South Pass Block 27,,A,NORTH AMERICA,United States,28.969739,-89.291677,B,Offshore,1954,Oil,Giant,520,122.753,5047,Western Gulf,BS000000260,EAST GULF COAST TERTIARY,TYPE 1,SANDSTONE,,Cenozoic,Neogene,Miocene,Messinian,13846,4.22,Structural,Anticline
620,Grand Isle Block 43,,A,NORTH AMERICA,United States,28.916667,-90,B,Offshore,1956,Oil,Giant,524.667,129.345,5097,Gulf Cenozoic OCS,BS000000260,EAST GULF COAST TERTIARY,TYPE 1,SANDSTONE,,Cenozoic,Neogene,Miocene,,5000,1.52,Structural,Anticline
621,South Pass Block 24,,A,NORTH AMERICA,United States,29.011319,-89.293253,B,Offshore,1950,Oil,Giant,601.667,130.514,5047,Western Gulf,BS000000260,EAST GULF COAST TERTIARY,TYPE 1,SANDSTONE,,Cenozoic,Neogene,Miocene,,8000,2.44,Structural,Anticline
622,Elk Hills,,A,NORTH AMERICA,United States,35.152842,-119.36575,A,Onshore,1919,Oil,Giant,1647,199.406,5010,San Joaquin Basin,BS000000714,SAN JOAQUIN,TYPE 3,SANDSTONE,,Cenozoic,Neogene,Miocene,,8000,2.44,Structural,Anticline
623,Huntington Beach,,A,NORTH AMERICA,United States,33.637075,-117.959181,A,Onshore,1920,Oil,Giant,1273.155,156.839,5014,Los Angeles Basin,BS000000587,LOS ANGELES,TYPE 3,SANDSTONE,,Cenozoic,Neogene,Miocene,,500,0.15,Structural,Anticline
624,Long Beach Unit,Long Beach Unit of the East Wilmington Field,A,NORTH AMERICA,United States,33.833333,-118.166667,B,Onshore,1921,Oil,Giant,1124.558,140.966,5014,Los Angeles Basin,BS000000587,LOS ANGELES,TYPE 3,SANDSTONE,,Cenozoic,Neogene,Miocene,,7500,2.29,Structural,Anticline
625,Wilmington,,A,NORTH AMERICA,United States,33.774814,-118.233272,A,Onshore,1932,Oil,Giant,3006.491,458.958,5014,Los Angeles Basin,BS000000587,LOS ANGELES,TYPE 3,SANDSTONE,,Cenozoic,Neogene,Miocene,,2200,0.67,Structural,Anticline
626,Ardjuna B,,G,ASIA AND OCEANIA,Indonesia,-5.9,107.7,B,Offshore,1969,Oil,Giant,698.333,233.115,3824,Northwest Java Basin,BS000000232,NORTHWEST JAVA,TYPE 3,SANDSTONE,,Cenozoic,Neogene,Miocene,,2800,0.85,Structural,Anticline
627,Handil,,G,ASIA AND OCEANIA,Indonesia,-0.833306,117.268347,A,Onshore,1974,Oil,Giant,800,303.6,3817,Kutei Basin,BS000000229,KUTEI,TYPE 1,SANDSTONE,,Cenozoic,Neogene,Miocene,,6500,1.98,Structural,Anticline
628,El Morgan,,F,AFRICA,Egypt,28.233333,33.433333,A,Offshore,1965,Oil,Giant,1500,454.174,2071,Red Sea Basin,BS000000288,GULF OF SUEZ,TYPE 1,SANDSTONE,,Cenozoic,Neogene,Miocene,,5750,1.75,Structural,Anticline
629,Seria,,G,ASIA AND OCEANIA,Brunei,4.622072,114.343686,A,Onshore,1929,Oil,Giant,2063.333,298.171,3701,Baram Delta/Brunei-Sabah Basin,BS000000110,BARAM DELTA,TYPE 1,SANDSTONE,,Cenozoic,Neogene,Miocene,,2500,0.76,Structural,Anticline
630,Borregos-Seeligson,,A,NORTH AMERICA,United States,27.331078,-98.029758,A,Onshore,1937,Oil,Giant,688.905,115.471,5047,Western Gulf,BS000000263,SABINAS - RIO GRANDE,TYPE 1,SANDSTONE,,Cenozoic,Paleogene,Oligocene,,7000,2.13,Structural,Anticline
631,Hastings,,A,NORTH AMERICA,United States,29.576536,-95.168175,A,Onshore,1934,Oil,Giant,710.291,112.525,5047,Western Gulf,BS000000271,WEST GULF COAST TERTIARY,TYPE 1,SANDSTONE,,Cenozoic,Paleogene,Oligocene,,6200,1.89,Structural,Anticline
632,Webster,,A,NORTH AMERICA,United States,29.331236,-95.194825,A,Onshore,1937,Oil,Giant,605.395,101.474,5047,Western Gulf,BS000000271,WEST GULF COAST TERTIARY,TYPE 1,SANDSTONE,,Cenozoic,Paleogene,Oligocene,,6100,1.86,Structural,Anticline
633,Centro,,B,CENTRAL AND SOUTH AMERICA,Venezuela,9.833333,-71.45,B,Offshore,1957,Oil,Giant,1000,252.006,6099,Maracaibo Basin,BS000000136,MARACAIBO,TYPE 2,SANDSTONE,,Cenozoic,Paleogene,Paleocene,,10000,3.05,Structural,Anticline
634,Lamar,,B,CENTRAL AND SOUTH AMERICA,Venezuela,9.716667,-71.533333,B,Offshore,1957,Oil,Giant,1500,378.009,6099,Maracaibo Basin,BS000000136,MARACAIBO,TYPE 2,SANDSTONE,,Cenozoic,Paleogene,Paleocene,,3900,1.19,Structural,Anticline
635,Conroe,,A,NORTH AMERICA,United States,30.333333,-95.666667,B,Onshore,1931,Oil,Giant,748.305,112.153,5047,Western Gulf,BS000000271,WEST GULF COAST TERTIARY,TYPE 1,SANDSTONE,,Cenozoic,Paleogene,Paleocene,,5200,1.59,Structural,Anticline
636,Kingfish,,G,ASIA AND OCEANIA,Australia,-38.6,148.216667,B,Offshore,1967,Oil,Giant,1250,397.192,3930,Gippsland Basin,BS000000519,GIPPSLAND,TYPE 1,SANDSTONE,,Cenozoic,Paleogene,Paleocene,,7750,2.36,Structural,Anticline
637,Hawkins,,A,NORTH AMERICA,United States,32.729442,-94.912775,A,Onshore,1930,Oil,Giant,885.572,130.322,5048,East Texas Basin,BS000000497,EAST TEXAS SALT,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,,,4800,1.46,Structural,Anticline
638,Van,,A,NORTH AMERICA,United States,32.534003,-95.638547,A,Onshore,1928,Oil,Giant,549.977,78.052,5048,East Texas Basin,BS000000497,EAST TEXAS SALT,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,,,2800,0.85,Structural,Anticline
639,Smackover,,A,NORTH AMERICA,United States,33.341842,-92.789381,A,Onshore,1922,Oil,Giant,581.195,74.139,5049,Louisiana-Mississippi Salt Basins,BS000000639,NORTH LOUISIANA SALT,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,,,2500,0.76,Structural,Anticline
640,El Borma,,F,AFRICA,Tunisia,31.671667,9.208333,A,Onshore,1964,Oil,Giant,771.667,228.163,2054,Trias/Ghadames Basin,BS000000006,ILLIZI - GHADAMES,TYPE 1,SANDSTONE,,Mesozoic,Triassic,Upper Triassic,,7800,2.38,Structural,Anticline
641,Golden Trend,,A,NORTH AMERICA,United States,34.688481,-97.709628,A,Onshore,1944,Oil,Giant,690.004,132.491,5058,Andarko Basin,BS000000371,ANADARKO - HUGOTON,TYPE 2,SANDSTONE,,Paleozoic,Carboniferous,Mississippian,,6600,2.01,Structural,Anticline
642,Sho-Vel-Tum,,A,NORTH AMERICA,United States,34.500094,-97.500231,A,Onshore,1914,Oil,Giant,1355.32,150.635,5061,Southern Oklahoma,BS000000371,ANADARKO - HUGOTON,TYPE 2,SANDSTONE,,Paleozoic,Carboniferous,Mississippian,,1500,0.46,Structural,Anticline
643,Clair,,C,WESTERN EUROPE,United Kingdom,60.683333,-2.55,B,Offshore,1977,Oil,Giant,600,246.83,4019,Faeroes-Shetland-Orkney Basin,BS000000815,WEST SHETLAND,TYPE 1,SANDSTONE,,Paleozoic,Devonian,Upper Devonian,,6000,1.83,Structural,Anticline
644,Bachaquero,Bolivar Coastal Complex,B,CENTRAL AND SOUTH AMERICA,Venezuela,9.950425,-71.145053,A,Offshore,1930,Oil,Supergiant,8988.694,1322.784,6099,Maracaibo Basin,BS000000136,MARACAIBO,TYPE 2,SANDSTONE,,Cenozoic,Neogene,Miocene,,6500,1.98,Combination,Fault Block
645,Cabinas,Bolivar Coastal Complex,B,CENTRAL AND SOUTH AMERICA,Venezuela,10.533333,-71.466667,B,Onshore,1917,Oil,Giant,500,58.487,6099,Maracaibo Basin,BS000000136,MARACAIBO,TYPE 2,SANDSTONE,,Cenozoic,Neogene,Miocene,,3855,1.18,Combination,Fault Block
646,Taglu,,A,NORTH AMERICA,Canada,69.35,-134.75,A,Onshore,1971,Gas,Giant,516.667,517,5239,Mackenzie Delta,BS000000344,BEAUFORT - MACKENZIE,TYPE 1,SANDSTONE,divergent margin (deltaic) sandstone,Cenozoic,Paleogene,Eocene,,12668,3.86,Structural,Anticline
647,Rio Vista,,A,NORTH AMERICA,United States,38.146653,-121.726933,A,Onshore,1936,Gas,Giant,583.333,95.943,5009,Sacramento Basin,BS000000709,SACRAMENTO,TYPE 3,SANDSTONE,,Cenozoic,Paleogene,Paleocene,,3800,1.16,Structural,Anticline
648,Jose Colomo,Chilapilla,A,NORTH AMERICA,Mexico,17.966667,-92.466667,A,Onshore,1951,Gas,Giant,675,149.511,5306,Macuspana Basin,BS000000264,SALINAS - SURESTE,TYPE 2,SANDSTONE,,Cenozoic,Neogene,Miocene,,5576,1.7,Structural,Salt
649,Thompson,,A,NORTH AMERICA,United States,29.333333,-95.5,B,Onshore,1931,Oil,Giant,500,74.938,5047,Western Gulf,BS000000271,WEST GULF COAST TERTIARY,TYPE 1,SANDSTONE,,Cenozoic,Neogene,Miocene,,5400,1.65,Structural,Salt
650,Nipa,,B,CENTRAL AND SOUTH AMERICA,Venezuela,9.083333,-64.216667,B,Onshore,1945,Oil,Giant,580,113.613,6098,East Venezuela Basin,BS000000330,MATURIN,TYPE 2,SANDSTONE,,Cenozoic,Neogene,Miocene,,7500,2.29,Structural,Fault
651,Comodoro Rivadavia,,B,CENTRAL AND SOUTH AMERICA,Argentina,-45.666667,-67.5,B,Onshore,1907,Oil,Giant,3244,320.717,6058,San Jorge Basin,BS000000059,SAN JORGE,TYPE 3,SANDSTONE,,Mesozoic,Cretaceous,,,1755,0.53,Structural,Fault
652,Haituozi,,G,ASIA AND OCEANIA,China,45.21667,123.91667,B,Onshore,1982,Oil,Giant,500,236.914,3144,Songliao Basin,BS000000245,SONGLIAO,TYPE 3,SANDSTONE,,Mesozoic,Cretaceous,,,4692,1.43,Structural,Anticline
653,Shengtuo,Shengli Complex,G,ASIA AND OCEANIA,China,37.56667,118.51667,B,Onshore,1964,Oil,Giant,1177.1,348.04,3127,Bohaiwan Basin,BS000000243,NORTH CHINA,TYPE 3,SANDSTONE,,Mesozoic,Cretaceous,,,4692,1.43,Structural,Anticline
654,Amal (Libya),,F,AFRICA,Libya,29.44556,21.155,A,Onshore,1959,Oil,Giant,3905.623,1029.099,2043,Sirte Basin,BS000000014,SIRTE,TYPE 1,SANDSTONE,,Mesozoic,Triassic,Upper Triassic,,9900,3.02,Structural,Anticline
655,Cormorant,,C,WESTERN EUROPE,United Kingdom,61.066667,1.033333,B,Offshore,1972,Oil,Giant,500,180.1,4025,North Sea Graben,BS000000850,NORTHERN NORTH SEA,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,8864,2.7,Structural,Fault Block
656,Mara,,B,CENTRAL AND SOUTH AMERICA,Venezuela,10.782878,-71.819594,A,Onshore,1945,Oil,Giant,1500,293.827,6099,Maracaibo Basin,BS000000136,MARACAIBO,TYPE 2,SANDSTONE,,Mesozoic,Cretaceous,Upper Cretaceous,,5240,1.6,Structural,Anticline
657,Su Tu Trang,White Lion,G,ASIA AND OCEANIA,Vietnam,10.193545,108.3529,B,Offshore,2003,Gas,Giant,700,673.219,3503,Mekong/Cuulong/Vung Tau Basin,BS000000112,CUU LONG,TYPE 1,SANDSTONE,,Cenozoic,Paleogene,Oligocene,,9144,2.79,Structural,Fractures
658,Itau,,B,CENTRAL AND SOUTH AMERICA,Bolivia,-21.7647,-63.828386,A,Onshore,1999,Gas,Giant,1882.701,1557.077,6045,Santa Cruz-Tarija Basin,BS000000142,SANTA CRUZ,TYPE 3,SANDSTONE,"sandstone, delta plain bar",Paleozoic,Devonian,Lower Devonian,,14026,4.28,Structural,Anticline
659,Meskala,,F,AFRICA,Morocco,31.454133,-9.294136,A,Onshore,1980,Gas,Giant,833.333,372.753,2064,Essaouni Basin,BS000000089,ESSAOUIRA,TYPE 1,SANDSTONE,,Mesozoic,Triassic,Upper Triassic,,11000,3.35,Structural,Fault Block
660,Hazmiyah,,E,MIDDLE EAST,Saudi Arabia,22.713156,46.807733,A,Onshore,1990,Oil,Giant,750,454.567,2020,Interior Homocline-Central Arch,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,SANDSTONE,,Mesozoic,Triassic,Lower Triassic,,,,Structural,
661,Bangko,,G,ASIA AND OCEANIA,Indonesia,1.666667,101,A,Onshore,1941,Oil,Giant,500,90.506,3808,Central Sumatra Basin,BS000000225,CENTRAL SUMATRA,TYPE 3,SANDSTONE,,Cenozoic,Neogene,Miocene,,,,Stratigraphic,
662,Mars,,A,NORTH AMERICA,United States,28.3,-89.25,B,Offshore,1993,Oil,Giant,700,468.594,5097,Gulf Cenozoic OCS,BS000000260,EAST GULF COAST TERTIARY,TYPE 1,SANDSTONE,turbidite sandstone,Cenozoic,Neogene,Pliocene,,,,Combination,
663,Chayanda,,D,EASTERN EUROPE AND FORMER USSR,Russia,60.42723,111.50538,B,Onshore,1989,Gas,Giant,1677.5,984.463,1210,Nepa-Botuoba Arch,BS000000628,NEPA - BOTUOBA,TYPE 1,SANDSTONE,arkosic sandstone,Neo-Proterozoic,Ediacaran,,,5807,1.77,Stratigraphic,Facies Change
664,Kovykta,,D,EASTERN EUROPE AND FORMER USSR,Russia,55,108.166667,B,Onshore,1986,Gas,Supergiant,10266.667,10266.667,1211,Cis-Patom Foredeep,BS000000462,CIS-PATOM FOREDEEP,TYPE 1,SANDSTONE,lithic sandstone,Neo-Proterozoic,Ediacaran,,,10016,3.05,Stratigraphic,Facies Change
665,Anastasiyevsko,Troitskoye,D,EASTERN EUROPE AND FORMER USSR,Russia,45.14917,37.95722,B,Onshore,1952,Oil,Giant,875.637,198.077,1108,Azov-Kuban Basin,BS000000212,INDOLO-KUBAN,TYPE 1,SANDSTONE,calcareous lithic sandstone,Cenozoic,Neogene,Pliocene,Zanclean,4429,1.35,Stratigraphic,Facies Change
666,Grane,,C,WESTERN EUROPE,Norway,59.110586,2.290634,B,Offshore,1991,Oil,Giant,619.667,388.049,4025,North Sea Graben,BS000000850,NORTHERN NORTH SEA,TYPE 1,SANDSTONE,sand,Cenozoic,Paleogene,Paleocene,,5610,1.71,Stratigraphic,Facies Change
667,Krasnoleninsk,,D,EASTERN EUROPE AND FORMER USSR,Russia,61.549994,66.144964,A,Onshore,1962,Oil,Supergiant,7490.31,2113.481,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,quartzose sandstone,Mesozoic,Cretaceous,Lower Cretaceous,,8534,2.6,Stratigraphic,Facies Change
668,Karazhanbas,,D,EASTERN EUROPE AND FORMER USSR,Kazakhstan,45.129125,51.406797,A,Onshore,1974,Oil,Giant,596.91,226.527,1150,North Ustyurt Basin,BS000000074,PRECASPIAN,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,902,0.28,Stratigraphic,Facies Change
669,Bozashchy Severnyy,,D,EASTERN EUROPE AND FORMER USSR,Kazakhstan,45.161,51.645,A,Onshore,1975,Oil,Giant,540,210.447,1150,North Ustyurt Basin,BS000000074,PRECASPIAN,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Middle Jurassic,,1335,0.41,Stratigraphic,Facies Change
670,Uzen',,D,EASTERN EUROPE AND FORMER USSR,Kazakhstan,43.4175,52.86583,A,Onshore,1961,Oil,Giant,1757.717,484.663,1109,Middle Caspian Basin,BS000000072,MANGYSHLAK - USTYURT,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Middle Jurassic,,3622,1.1,Stratigraphic,Facies Change
671,Zhetybay,,D,EASTERN EUROPE AND FORMER USSR,Kazakhstan,43.541519,52.177019,A,Onshore,1961,Oil,Giant,784,216.176,1109,Middle Caspian Basin,BS000000072,MANGYSHLAK - USTYURT,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Middle Jurassic,,3622,1.1,Stratigraphic,Facies Change
672,Guaricema,,B,CENTRAL AND SOUTH AMERICA,Brazil,-11.166667,-36.75,B,Offshore,1968,Gas,Giant,715,232.834,6029,Sergipe-Alagoas Basin,BS000000062,SERGIPE - ALAGOAS,TYPE 1,SANDSTONE,,Cenozoic,Paleogene,Paleocene,,,,Stratigraphic,Facies Change
673,West Seno Complex,,G,ASIA AND OCEANIA,Indonesia,0.1,117.9,B,Offshore,1996,Oil,Giant,553.333,410.825,3817,Kutei Basin,BS000000229,KUTEI,TYPE 1,SANDSTONE,,Cenozoic,Neogene,Miocene,Tortonian,8000,2.44,Stratigraphic,Gravity Flow
674,Perseus,,G,ASIA AND OCEANIA,Australia,-19.58527,116.11166,B,Offshore,1972,Gas,Giant,1266.51,456.196,3948,Northwest Shelf,BS000000303,NORTH CARNARVON,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Middle Jurassic,,9432,2.88,Combination,Monocline
675,Alrar,,F,AFRICA,Algeria,28.638022,9.791572,A,Onshore,1961,Gas,Giant,1314.708,362.511,2056,Illizi Basin,BS000000006,ILLIZI - GHADAMES,TYPE 1,SANDSTONE,quartzose sandstone,Paleozoic,Devonian,Upper Devonian,,5742,1.75,Combination,Monocline
676,In Amenas Nord,,F,AFRICA,Algeria,28.041078,9.562197,A,Onshore,1958,Gas,Giant,2500,644.146,2056,Illizi Basin,BS000000006,ILLIZI - GHADAMES,TYPE 1,SANDSTONE,,Paleozoic,Devonian,Lower Devonian,,2100,0.64,Combination,Monocline
677,Zarzaitine,,F,AFRICA,Algeria,28.068742,9.810014,A,Onshore,1957,Gas,Giant,505.86,127.48,2056,Illizi Basin,BS000000006,ILLIZI - GHADAMES,TYPE 1,SANDSTONE,,Paleozoic,Devonian,Lower Devonian,,2100,0.64,Combination,Monocline
678,Hamaca Area,Orinoco Belt,B,CENTRAL AND SOUTH AMERICA,Venezuela,8.366667,-63.883333,B,Onshore,1936,Oil,Supergiant,5408.44,889.55,6098,East Venezuela Basin,BS000000330,MATURIN,TYPE 2,SANDSTONE,sand,Cenozoic,Neogene,Miocene,,3000,0.91,Combination,Monocline
679,Fyzabad Group,Coora; Palo Seco; Quarry,B,CENTRAL AND SOUTH AMERICA,Trinidad and Tobago,10,-61.583333,B,Offshore,1913,Oil,Giant,510,55.733,6098,East Venezuela Basin,BS000000330,MATURIN,TYPE 2,SANDSTONE,,Cenozoic,Neogene,Miocene,,8000,2.44,Structural,Diapir
680,Tia Juana,Bolivar Coastal Complex,B,CENTRAL AND SOUTH AMERICA,Venezuela,10.113753,-71.230311,A,Onshore,1928,Oil,Supergiant,13390.14,1900.319,6099,Maracaibo Basin,BS000000136,MARACAIBO,TYPE 2,SANDSTONE,,Cenozoic,Neogene,Miocene,,3281,1,Stratigraphic,
681,Messla,,F,AFRICA,Libya,27.99015,22.333664,A,Onshore,1971,Oil,Giant,1094.01,384.084,2043,Sirte Basin,BS000000014,SIRTE,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,,,8250,2.52,Stratigraphic,
682,Pembina,,A,NORTH AMERICA,Canada,56.011797,-115.364147,A,Onshore,1953,Oil,Giant,1800,415.913,5243,Alberta Basin,BS000000808,WEST CANADIAN - ALBERTA,TYPE 2,SANDSTONE,,Mesozoic,Cretaceous,,,5200,1.59,Stratigraphic,Pinch-out
683,Kudu,,F,AFRICA,Namibia,-28.35,14.833333,B,Offshore,1971,Gas,Giant,600,210.648,7303,Orange River Coastal,BS000000063,SOUTHWEST AFRICAN COASTAL,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,14337,4.37,Stratigraphic,Pinch-out
780,Gula,,G,ASIA AND OCEANIA,Indonesia,-0.635175,118.135112,B,Offshore,2000,Gas,Giant,545,467.71,3817,Kutei Basin,BS000000229,KUTEI,TYPE 1,SANDSTONE,"sandstone, deep marine shelf",Cenozoic,Neogene,Miocene,,13000,3.96,Structural,
684,Scarborough,,G,ASIA AND OCEANIA,Australia,-19.833333,114,B,Offshore,1979,Gas,Giant,1333.333,579.789,3948,Northwest Shelf,BS000000303,NORTH CARNARVON,TYPE 1,SANDSTONE,quartzose sandstone,Mesozoic,Cretaceous,Lower Cretaceous,,6125,1.87,Stratigraphic,Pinch-out
685,Yucal-Placer,,B,CENTRAL AND SOUTH AMERICA,Venezuela,9.889769,-66.191139,A,Onshore,1948,Gas,Giant,726.217,151.162,6098,East Venezuela Basin,BS000000325,GUARICO,TYPE 3,SANDSTONE,,Cenozoic,Paleogene,Oligocene,,6500,1.98,Structural,Gravity Flow
686,Mene Grande,,B,CENTRAL AND SOUTH AMERICA,Venezuela,9.783333,-70.916667,A,Onshore,1914,Oil,Giant,700,77.8,6099,Maracaibo Basin,BS000000136,MARACAIBO,TYPE 2,SANDSTONE,,Cenozoic,Paleogene,Paleocene,,4130,1.26,Stratigraphic,Pinch-out
687,"Blanco-Basin, Fruitland",,A,NORTH AMERICA,United States,36.637956,-106.576153,B,Onshore,1927,Gas,Giant,2083.333,290.393,5022,San Juan Basin,BS000000715,SAN JUAN,TYPE 2,SANDSTONE,,Mesozoic,Cretaceous,Upper Cretaceous,,6065,1.85,Stratigraphic,Pinch-out
688,Cashiriari,Camisea Area,B,CENTRAL AND SOUTH AMERICA,Peru,-12.166667,-72.75,B,Onshore,1986,Gas,Giant,1828.333,976.582,6006,Andean Province,BS000000145,UCAYALI,TYPE 3,SANDSTONE,,Paleozoic,Permian,Guadalupian,,5577,1.7,Structural,Anticline
689,Callirhoe,,G,ASIA AND OCEANIA,Australia,-19.933333,114.883333,B,Offshore,2001,Gas,Giant,583.333,519.717,3948,Northwest Shelf,BS000000303,NORTH CARNARVON,TYPE 1,SANDSTONE,quartzose sandstone,Mesozoic,Triassic,Upper Triassic,,13543,4.13,Structural,Fault Block
690,Chrysaor,,G,ASIA AND OCEANIA,Australia,-20.18014,114.88379,B,Offshore,1994,Gas,Giant,556.667,385.549,3948,Northwest Shelf,BS000000303,NORTH CARNARVON,TYPE 1,SANDSTONE,quartzose sandstone,Mesozoic,Triassic,Upper Triassic,,11329,3.45,Structural,Fault Block
691,Dionysus,,G,ASIA AND OCEANIA,Australia,-20.08444,114.88444,B,Offshore,1988,Gas,Giant,500,284.247,3948,Northwest Shelf,BS000000303,NORTH CARNARVON,TYPE 1,SANDSTONE,quartzose sandstone,Mesozoic,Triassic,Upper Triassic,,10384,3.17,Structural,Fault Block
692,Gorgon,,G,ASIA AND OCEANIA,Australia,-20.566667,114.766667,B,Offshore,1980,Gas,Giant,2922.5,1307.246,3948,Northwest Shelf,BS000000303,NORTH CARNARVON,TYPE 1,SANDSTONE,quartzose sandstone,Mesozoic,Triassic,Upper Triassic,,11404,3.48,Structural,Fault Block
693,Geryon,,G,ASIA AND OCEANIA,Australia,-19.921658,114.882483,B,Offshore,1999,Gas,Giant,639.967,529.281,3948,Northwest Shelf,BS000000303,NORTH CARNARVON,TYPE 1,SANDSTONE,"sandstone, alluvial, braided stream",Mesozoic,Triassic,Upper Triassic,,9019,2.75,Structural,Fault Block
694,Bach Ho,White Tiger,G,ASIA AND OCEANIA,Vietnam,9.754808,108.002522,B,Offshore,1964,Oil,Giant,1166.667,344.955,3503,Mekong/Cuulong/Vung Tau Basin,BS000000112,CUU LONG,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,10007,3.05,Structural,Fault Block
